Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
102201919,67.6,21.8,28.7,21.1
102201920,60.8,25,26.9,20.3
102201921,54.7,26.3,25.3,19.2
102201922,51.1,28.2,23.7,18.6
102201923,46.1,29.9,21.6,17.1
103201900,40.7,35.3,18.3,11.7
103201901,33.5,40.4,17,10.9
103201902,29.3,41.1,16.5,11.3
103201903,28.7,40.2,16.3,11.2
103201904,32.6,37,17.5,11.6
103201905,42.1,31.2,19.7,12.6
103201906,56.3,24.7,23,14
103201907,63,23.2,25.2,14.8
103201908,62.2,26.2,26.8,15.5
103201909,59.8,30.1,27.2,15.2
103201910,56.6,33.1,26.8,14.6
103201911,54.7,35.6,26.5,14.4
103201912,52.7,38.3,26.1,13.9
103201913,52.7,39.9,25.9,13.9
103201914,54.2,40.6,25.3,13.8
103201915,58.1,40,24.7,13
103201916,60.7,38.7,24.1,12.7
103201917,65.4,34.3,24.3,13.4
103201918,69.8,29.4,25.7,14.8
103201919,69,26.6,26.2,15.4
103201920,64.6,27.1,25.3,15.6
103201921,59.5,29,23.6,14.7
103201922,54,32.1,21.8,13.4
103201923,48.6,33.6,19.8,12.5
104201900,41.5,36,19.9,12.9
104201901,36.3,37.6,18.9,13.1
104201902,34.9,36.5,18.8,12.8
104201903,36.4,33.7,19,13.1
104201904,44,28.4,20.6,13.8
104201905,58,23.2,23.6,14.6
104201906,63.6,23.6,25.6,15
104201907,60.9,28.5,26,14.3
104201908,56.8,34.5,26.9,13.8
104201909,55.3,39.5,25.4,12.4
104201910,53,43.3,24.2,11
104201911,51.4,45.2,23.1,11
104201912,50.5,46.3,24,11.6
104201913,50.5,47.8,22.6,11
104201914,51.6,48.2,22.1,10.7
104201915,52.4,47.7,22.1,10.8
104201916,53.5,46.5,21.6,10.8
104201917,55.6,45.8,21.2,11.6
104201918,55.6,43.2,21.7,12.9
104201919,55,40,22,13.8
104201920,54.7,37.4,22.9,14.5
104201921,55.8,35.1,22.4,14.7
104201922,52.8,35,22.1,13.6
104201923,47.6,36.1,20.9,13.2
105201900,35.2,32.1,19.7,13.5
105201901,31.2,33.3,18.8,12.7
105201902,29.2,33.1,18.9,12.8
105201903,31.1,29.8,18.9,12.7
105201904,38.2,25.2,20.1,12.4
105201905,48.9,22,22.4,13.3
105201906,54.8,22.5,24.4,13.7
105201907,55,26.2,25.5,13.7
105201908,54.2,30,25.5,13.1
105201909,51.9,33.8,25,12.5
105201910,50.7,36.4,24.4,12.1
105201911,51,39.2,24.2,12.5
105201912,50.1,40.9,24.1,12.2
105201913,50.9,41.7,24.4,12.4
105201914,52.3,42,23.8,12
105201915,53.6,42.1,23.6,11.9
105201916,53.4,42.7,22.7,12.3
105201917,54.1,42.1,21.8,12.7
105201918,52.2,41.2,21.5,12.7
105201919,51.3,37.4,21.7,13.2
105201920,50.8,32.9,21.3,12.9
105201921,49.4,32.5,21.6,13.4
105201922,46.1,32.5,20.9,13.7
105201923,42.2,31.4,20.7,13.7
106201900,33.6,31.2,18.1,11.1
106201901,28.8,31.8,17.2,10.7
106201902,27.4,30.6,16.5,10.4
106201903,29.2,28.1,16.8,10.2
106201904,36,24,18.1,10.9
106201905,45.7,21.9,20.3,11.7
106201906,50.9,22.9,21.8,11.9
106201907,51.3,26.1,22.5,11.5
106201908,51.2,29.1,22.7,11.1
106201909,50.7,32.5,22.3,10.4
106201910,49.5,35.5,22.2,10.2
106201911,50,37.8,22.4,10.1
106201912,50.2,39.7,23,10.6
106201913,51,42.6,23.2,10.8
106201914,53,44.6,23.3,11.2
106201915,54.3,45.4,23,11.5
106201916,54.3,43.4,23.1,11.5
106201917,53.7,42.1,22.7,12.4
106201918,51.2,40.7,22.4,12.7
106201919,47.1,39.9,22,12.8
106201920,44.6,37.9,21.5,12.5
106201921,45.6,33.7,21,12.8
106201922,44.3,31.4,20.2,12.5
106201923,40.2,31.2,19.5,12
107201900,30.5,24.4,14.4,8.2
107201901,25.4,25.9,13,7.7
107201902,23.6,25.7,12,7.1
107201903,25.4,24,12.2,7.2
107201904,31.6,19.1,13.5,7.9
107201905,40.1,16.3,15.7,8.9
107201906,44.4,17.4,17.9,9.3
107201907,44,19.4,19.3,9.5
107201908,43.9,22.8,19.5,9.7
107201909,44.3,26.1,18.7,9.6
107201910,44.1,28.9,18.5,9.7
107201911,45.1,30.8,18.7,9.5
107201912,45.6,32.3,18.2,9.6
107201913,47.3,33.6,18.7,9.9
107201914,48.4,35.5,18.7,10.1
107201915,50.3,36.7,18.7,10
107201916,51.2,36.9,18.1,9.9
107201917,51.7,36.4,18.7,10.3
107201918,48.8,34.9,18.8,10.5
107201919,47.2,32,18.4,10.5
107201920,46.6,28,18.6,10.7
107201921,47,25.5,18.5,10.9
107201922,43.2,23.7,17,10
107201923,37.7,23.1,16,9.1
108201900,33.9,21.6,16.9,10.7
108201901,29.4,23.1,15.7,10.4
108201902,28,21.5,15.9,10.6
108201903,29.1,19.5,16,10.4
108201904,35.3,14.7,17.2,10.9
108201905,46.1,11.9,19.5,11.9
108201906,50.9,12.5,21,11.8
108201907,49.2,15.7,20.8,11.3
108201908,47.5,19.1,19.8,10.3
108201909,45.9,22.2,18.4,9.4
108201910,45.3,25,17.9,8.9
108201911,45.5,27.8,17.4,8.9
108201912,45.5,29.9,17.2,8.9
108201913,46.1,31.7,16.2,8.5
108201914,47.5,32.8,17,9.1
108201915,48.5,33.7,16.6,8.8
108201916,49.8,33.4,16.8,9
108201917,50.4,31.8,17.3,9.7
108201918,50.4,29.4,17.5,10.2
108201919,51,25.7,18,10.9
108201920,49.8,22.6,19,11.4
108201921,48.8,20.3,18.8,11.1
108201922,46.3,19.7,18.5,11.2
108201923,41.8,19.9,18.2,11.4
109201900,35.8,19.2,15.7,11.4
109201901,31.4,19.9,15.2,10.9
109201902,29,20.4,14.9,10.5
109201903,29.6,18.7,15,10.3
109201904,35.3,15.1,16.3,11.1
109201905,47.1,10.9,19.9,12.8
109201906,54.9,10,22.5,13.7
109201907,55.4,12.1,23.1,13.9
109201908,52.4,16.4,23.2,13.3
109201909,49.9,20.3,22.1,12.8
109201910,48.1,22.8,21.2,12.4
109201911,47.9,24.8,21.4,12.1
109201912,48.7,26.7,20.2,11.4
109201913,49.3,28.5,19.5,10.6
109201914,51.2,29.4,19.6,10.7
109201915,53.5,29.3,19.6,10.7
109201916,54.9,27.5,18.6,10.7
109201917,58,24.9,18.7,11.9
109201918,61,19.8,19.9,12.9
109201919,60,16.9,20.6,13.6
109201920,54.7,16.6,20,13.8
109201921,50.8,18.2,19.3,13.5
109201922,47.2,18.2,18.5,13.1
109201923,41.9,19.3,17,12
110201900,32.3,26.7,16.1,9.3
110201901,27.7,29.1,15,8.7
110201902,25.5,28.9,14,8.2
110201903,25.9,28.8,14,8
110201904,32.3,24.8,14.8,8.3
110201905,44.6,20.2,17.3,9.1
110201906,55.2,16.3,19.5,9.9
110201907,57.9,15.9,21.6,10.5
110201908,54.5,18.7,22.1,11
110201909,50.9,22.6,21.9,10.7
110201910,49.4,24.5,21.6,10.3
110201911,48.2,26.2,21.6,10.3
110201912,47.9,26.9,22,10.7
110201913,48,27.3,22.3,10.5
110201914,49.6,26.6,21.6,10.8
110201915,52.3,25.3,21.2,10.9
110201916,56.6,22.6,21.3,11.4
110201917,61.5,19.8,22.2,12.5
110201918,63.4,17.5,23.4,13.7
110201919,61,16.9,23.8,14.5
110201920,55.3,18.2,22.5,14.4
110201921,51.1,19.7,21.4,13.3
110201922,46.6,20.9,19.8,12.2
110201923,40.6,23.2,18.3,11.2
111201900,47.7,17.6,22.1,15.2
111201901,40.4,20.6,19.5,13.3
111201902,35.7,21.8,17.4,12
111201903,33.5,23.4,15.7,10.7
111201904,34.5,22.8,15.4,10
111201905,41.6,19.3,16.4,10.4
111201906,54.9,14.9,18.5,11.5
111201907,64.3,12.3,20.6,12.3
111201908,65.5,12.7,22,12.4
111201909,63.4,15.2,23.6,12.2
111201910,60.8,18.6,25.2,12.2
111201911,58.3,20.6,24.9,11.3
111201912,56.4,21.5,23.8,10.7
111201913,55.9,21.7,23.4,10.5
111201914,58,21,23.2,11
111201915,63.6,17.5,23.9,12.1
111201916,71,13.7,24.8,12.7
111201917,74.4,12.1,25.6,14.1
111201918,74.4,11.9,26.4,16.4
111201919,71.5,12,28,17.3
111201920,66.4,12.6,28.6,18.9
111201921,62.6,14.2,27.9,19.5
111201922,59.1,15.4,26.1,17.7
111201923,54.3,16.3,24,16.5
112201900,43.8,24.5,16.5,10.2
112201901,37.5,27.6,14.6,9.2
112201902,32.4,28.6,12.9,8
112201903,29.1,29.9,11.9,7.5
112201904,29.8,29.4,11.8,7.3
112201905,35.4,26.3,12.8,7.7
112201906,46,23,14.2,8.4
112201907,54.7,19.9,15.2,8.8
112201908,57.7,19.1,16.1,9.1
112201909,58.9,19.7,17.2,9.4
112201910,59.2,20,18.3,9.8
112201911,57.8,21.1,19.3,9.5
112201912,57.8,22,19.9,9.6
112201913,58.5,21.9,20.6,9.9
112201914,60.1,21.5,20.3,9.7
112201915,63.5,19.4,19.5,9.6
112201916,66.8,17.6,19,10.1
112201917,67.6,17.1,20.1,11.4
112201918,68.6,16.5,20.7,11.8
112201919,64.7,17.4,21,12.4
112201920,59.5,18.6,21.3,12.6
112201921,55.6,19.8,20.2,12.3
112201922,53.4,20.6,19,11.9
112201923,49.9,21.9,17.7,10.7
101202000,34.4,33.1,17.3,10.1
101202001,29.7,36,15.5,9.3
101202002,27.2,35.5,14.5,8.8
101202003,26.5,35.1,14.3,8.8
101202004,27.9,34.5,14.9,8.6
101202005,34.8,29.9,15.1,8.9
101202006,47,24.6,16.7,9.8
101202007,56.1,20.4,18.3,10.5
101202010,59.6,18.3,19.7,11
101202011,58.9,19.5,20.8,11.2
101202012,55.9,22.8,21.7,10.4
101202013,52.8,25.3,22.3,10.1
101202014,50.3,26.7,22.7,10.4
101202015,49.6,27.3,22.2,10.1
101202016,49.7,27.7,20.7,10.1
101202017,53.8,25.4,20.5,9.8
101202018,58.3,22.6,20.8,10.2
101202019,60.3,21,21.1,11.2
101202018,61,20.7,21.7,11.7
101202019,57.1,21.7,22.1,12.1
101202020,51.4,24.1,21.7,11.8
101202021,47.7,25.5,20.2,11.1
101202022,44.5,27.4,19.1,10.6
101202023,40.2,29.4,18.2,10.4
102202000,42.9,26,20.4,12.7
102202001,36.8,29.1,18.3,11.7
102202002,33,30.7,17.2,11
102202003,32,30.7,16.4,10.3
102202004,34.1,29.3,16.5,10.1
102202005,41.9,24.5,18,10.5
102202006,57.7,17.8,21.5,12
102202007,67.7,14.7,24,13.7
102202010,66.9,16.7,26,14
102202011,60.9,22.1,27.9,13.4
102202012,54.1,28.2,28.2,11.9
102202013,50.2,31.3,27.7,11.3
102202014,49,33,26.6,10.7
102202015,47.9,33.9,26.4,10.4
102202016,48.7,33.4,24.8,10.2
102202017,51.8,32.1,24.1,9.5
102202018,56.1,29.1,24,10.1
102202019,61.1,25.6,23.9,11.3
102202018,64.6,22.3,25.3,12.6
102202019,62.9,21.2,26,13.2
102202020,59.6,21.1,27,13.9
102202021,55,23.3,26,13.9
102202022,52.1,24.4,24.5,13.6
102202023,48.3,25.2,23,14
103202000,42.3,29.9,24.1,15.9
103202001,35.9,35.1,22.5,15
103202002,31.9,35.8,21.8,14.1
103202003,31.1,35.8,20.8,13.4
103202004,34,33.3,20.9,13.2
103202005,43.1,27.5,21.6,13.2
103202006,55.7,21.2,23.7,15
103202007,60.9,21.2,26,15.5
103202010,59.6,24.4,28.9,15.7
103202011,57.3,28.4,30.9,15.5
103202012,54.3,31.5,29.3,14.4
103202013,51.8,33.5,28.8,14.2
103202014,51,34.4,28.7,14
103202015,50.8,34.5,28.7,14.4
103202016,50.5,34.9,28.2,14
103202017,52.1,34.3,27.8,14.2
103202018,55.4,32.5,27,14
103202019,58.8,30.8,26.9,14.5
103202018,63.9,26.8,27.7,15.7
103202019,64.7,24.5,29.5,17.3
103202020,60.8,25.2,28.8,18
103202021,57.4,25.7,27.5,17.1
103202022,53.6,26.7,26,15.8
103202023,48.7,27.9,24.9,15.8
104202000,34,38.6,22.2,16.7
104202001,29.4,40.2,22.1,17
104202002,28.6,38.2,22,17.6
104202003,30,35.8,22.4,18
104202004,37,30,23.9,18.5
104202005,49.3,23.8,26.5,19.2
104202006,56.7,23,28,19
104202007,55.1,26.1,28,17.4
104202010,53.1,29.5,28.1,17
104202011,51.6,32.5,27.7,15.9
104202012,50.3,36,28.1,15.1
104202013,48.7,38.9,26.9,14.2
104202014,47.5,40.9,27.3,14.2
104202015,47.4,42.6,26.8,14.4
104202016,49.1,43.1,26.4,14.3
104202017,49,44.7,25.3,14.5
104202018,50.9,44.6,25,14.6
104202019,53.7,41.4,25.5,15.9
104202018,54.4,37.3,26.1,17.2
104202019,53.8,33.3,26.9,18.9
104202020,52.4,32,27,20
104202021,50.4,32.4,26.1,19
104202022,47.5,32.8,24.4,18.1
104202023,42.6,34.3,23.6,17.6
105202000,42.5,36.5,27.9,20.7
105202001,35.9,38.7,26.8,20.3
105202002,33.6,36.2,25.7,19.7
105202003,34.6,31.5,25.9,19.3
105202004,41,27,27.1,19.3
105202005,51.3,24.3,29.2,19.8
105202006,57.7,26.3,31.8,21.1
105202007,57.3,30.7,32.3,20.8
105202010,55.9,34.6,31.7,19.2
105202011,51.8,39.1,30.3,18.2
105202012,50,43.6,29.7,17.3
105202013,49.1,47.3,29.7,16.8
105202014,49.5,49.5,30.2,16.7
105202015,49.4,51.9,29.9,16.9
105202016,50.6,53.4,29.2,16.5
105202017,50.4,54.7,28.6,16.1
105202018,51.1,55.3,28.4,15.9
105202019,52.3,55,29.2,17.2
105202018,53,51.5,29.5,17.7
105202019,53.4,46.2,29.5,18.6
105202020,53.9,42.3,29.7,20.2
105202021,55.6,36.7,30.8,21.6
105202022,53.9,35,30.5,22.1
105202023,49.6,35.2,29.7,21.7
106202000,29.4,33.9,18.4,11.1
106202001,25.5,33.6,17.7,10.5
106202002,24.3,32.4,17.2,10.1
106202003,25,30.1,17.3,9.8
106202004,29.8,27.1,18.1,10.3
106202005,38.6,25.2,19.4,10.9
106202006,43.7,26.7,21,10.5
106202007,44.6,28.2,22.6,10.7
106202010,44.7,30.2,23,10.2
106202011,43,33.5,22.5,10
106202012,42,35.6,22.2,9.7
106202013,42.4,38.7,23,10
106202014,43.4,42.7,23.1,9.7
106202015,44.1,44.9,23.8,10.3
106202016,45.1,46.8,23.9,10.7
106202017,45.5,47.8,23.8,10.6
106202018,45.5,47.5,23.1,10.6
106202019,45.9,46.3,23.1,10.6
106202018,43.6,44,22.6,10.4
106202019,41.7,41.3,21.9,10.5
106202020,41.9,37.5,21.4,10.6
106202021,41.6,34.3,21.4,11.1
106202022,39.5,33.2,20.2,10.8
106202023,35,34.2,19.4,11
107202000,35.9,31.9,19.7,11.7
107202001,31.9,30.9,19.2,11.8
107202002,30.3,28,19,11.8
107202003,31.6,25.3,19.6,12.3
107202004,37.4,20.9,21.2,13
107202005,45.2,18.7,22.8,13.7
107202006,49.7,20.2,24.8,14
107202007,51,23.3,25.5,13.2
107202010,50.7,28.1,25.5,12.5
107202011,49.3,34.2,24.2,11.7
107202012,49.6,40.5,24.2,11.2
107202013,50.2,46.8,24.7,11.7
107202014,50.5,50.7,25.2,11.1
107202015,50.6,53.1,25,11.5
107202016,51.1,54.6,24.7,11.4
107202017,51.2,55.5,25.1,10.9
107202018,51.3,54.2,24.3,11
107202019,51.3,51.8,23.2,10.9
107202018,49.1,49.8,22.5,10.3
107202019,46.2,47.7,22.3,11
107202020,45.8,43.6,22.9,11.8
107202021,46.3,38,22.4,11.4
107202022,44.6,33.9,21.7,11.8
107202023,41.5,32.5,20.4,11.6
108202000,31.2,19.6,14.2,7.8
108202001,27.5,20.4,13.3,7.3
108202002,25.6,18.1,12.8,7
108202003,26.1,16.2,12.7,6.9
108202004,31.2,13,13.5,7.3
108202005,39.4,11.1,16.1,8.3
108202006,43.2,12.3,17.4,8.2
108202007,42.4,14.4,17.8,8.1
108202010,41.1,17.3,18.1,7.6
108202011,40.1,20.2,16.8,7.4
108202012,40.3,22.9,16.8,7.6
108202013,40.7,25.8,16.6,7.2
108202014,40.8,28.9,16.5,7.1
108202015,41.5,31.4,16.8,7.3
108202016,42.8,32.2,17,7.7
108202017,43.7,33.5,17.3,7.8
108202018,44.8,33.7,17.2,7.5
108202019,46.1,32.8,17,7.9
108202018,44.6,30.1,17.9,8.4
108202019,44.1,25.5,18,8.5
108202020,43.4,22.2,17.6,9.3
108202021,42.5,20.6,17.3,9.3
108202022,40.5,19.2,16.3,9.1
108202023,37.2,18.7,15.6,8.8
109202000,37.2,24.1,16.5,9.7
109202001,32.9,24.2,15.6,9.2
109202002,30.1,23.2,15.4,9.4
109202003,29.2,22.4,15.2,8.6
109202004,33.5,19.5,16,9.4
109202005,42.7,16.8,18.2,10.1
109202006,50.6,15.6,20.8,10.8
109202007,51.8,16.9,23,11.7
109202010,50.4,20.3,23.8,12.1
109202011,47,25.2,21.7,10.3
109202012,42.5,29.5,19.7,9
109202013,41.7,32.6,19.5,8.4
109202014,42.2,34.8,19.1,8.4
109202015,42.3,37,18.7,8.3
109202016,43,38,19.3,7.8
109202017,44.6,38.1,19.3,8
109202018,47.5,37.4,18.6,8.3
109202019,52,34.6,18.9,9
109202018,56.2,28.9,20,9.8
109202019,55.5,25.5,20.3,10.7
109202020,52.3,24.7,20.3,10.8
109202021,50.3,23.3,19.5,10.8
109202022,46.9,22.9,18.4,10.5
109202023,42,23.5,17.2,9.9
110202000,35.3,22.7,16.6,10.6
110202001,30.5,24.2,15.6,9.6
110202002,28.2,24.3,14.9,9.2
110202003,28.2,23.1,14.4,9.2
110202004,33.5,20.3,15.4,9.6
110202005,44.4,15.9,17.9,11.1
110202006,54.3,13,20.3,11.3
110202007,57.1,13.3,22.1,11.7
110202010,56.1,15.4,22.6,11.5
110202011,51.9,19,21.2,11.5
110202012,48.3,21.3,19.7,10.6
110202013,46.5,23.4,19.7,10.4
110202014,45.5,26.1,19.3,10.1
110202015,46.3,27,19.1,9.8
110202016,48,26.7,19.4,10.1
110202017,50.7,25.7,19.2,10.3
110202018,55.8,22.8,19.9,11.3
110202019,62.4,18.4,21.1,12.5
110202018,64.3,16.6,22.4,14.3
110202019,60.5,16.4,22.6,14.9
110202020,55,17.3,21.7,14.7
110202021,51.2,18,20.7,13.9
110202022,46.9,18.7,19.6,13.7
110202023,42.1,20.2,18.6,12.2
111202000,40.1,19.1,20.9,15.1
111202001,34.4,20.7,18.9,13.8
111202002,31.1,20.4,18,13.4
111202003,29.4,20.9,17.5,12.8
111202004,30.2,20.4,17.7,12.9
111202005,36.1,17.7,18.7,13.7
111202006,47.8,13.4,20.7,14.3
111202007,55.8,11.5,22.5,14.4
111202010,56.4,12.5,24.5,14.8
111202011,54.7,14.5,26.2,14.8
111202012,50.8,17.7,26.2,14.3
111202013,48.4,19.9,26.3,13.9
111202014,47.7,21.5,25.5,13.4
111202015,48.4,22.1,25.1,13.5
111202016,50.1,21.7,25,13.3
111202017,53.8,19.7,24.9,13.5
111202018,58.7,16.3,25.1,14.2
111202019,60.9,15.1,25,15.7
111202018,61.2,14.8,26.1,17
111202019,59,15.1,27.5,19.1
111202020,54.5,15.7,28.1,20.3
111202021,50.6,16.3,27.3,20.4
111202022,48.4,16.9,25.4,18.7
111202023,45.2,18,23.1,16.8
112202000,41.3,25,17.4,11.5
112202001,34.6,28.7,16.3,10.6
112202002,29.7,28.5,15.6,10.4
112202003,27.2,29.7,15.1,10.1
112202004,27.9,28.5,15.3,9.9
112202005,32.2,25.8,15.7,10.1
112202006,41.6,21.8,16.7,10.4
112202007,49.7,19.1,17.9,10.9
112202010,53.6,18.5,19.3,11
112202011,55.2,18.9,20.8,11.5
112202012,54,20.3,22,11.5
112202013,53.2,21.6,22.6,11.3
112202014,52.5,22.7,22.3,11.1
112202015,52.4,23,21.9,10.9
112202016,53.7,22.4,21.4,10.1
112202017,57.5,19.7,21.7,10.5
112202018,61.6,17.5,22.6,11.6
112202019,62.6,17.4,22.8,12.7
112202018,61.9,17.6,22.5,13.2
112202019,59,19.3,22.1,13.3
112202020,54.7,20,21,13
112202021,51.9,20.4,20.7,13.2
112202022,49,21.8,20,13
112202023,45.8,23.4,18.9,11.8
101202100,46.9,19.6,20.9,14.8
101202101,40.3,23.1,19,13.8
101202102,35.7,24.8,17.3,13.1
101202103,33.4,26.4,16.7,12.4
101202104,33.3,26.1,16.6,12.3
101202105,39.1,22.7,17.5,12.6
101202106,51.1,18.2,19.5,13.4
101202107,61.7,15.2,21.1,14.2
101202108,65.8,13.7,22.9,14.5
101202109,64.8,15.5,25.2,14.8
101202110,60.3,17.8,26.3,14.8
101202111,57.2,19.4,27.4,15.1
101202112,54.9,20.9,28.1,14.4
101202113,53.7,21.9,27.3,13.1
101202114,54,22.3,25.5,11.9
101202115,56.5,20.7,23.8,11.7
101202116,61.6,18,23.2,12.4
101202117,67.7,14.8,23.5,13.1
101202118,69.4,13.8,24.1,14.4
101202119,67.8,14.2,24.6,15.1
101202120,63.6,15.2,24.8,15.2
101202121,60,16,24.1,15.8
101202122,56.9,16.2,23.3,15.6
101202123,53,17.8,22.6,15.3
102202100,49.8,21.9,26.6,19.4
102202101,43,25.8,24.9,18.8
102202102,38.8,26.6,24.3,18.4
102202103,37.4,26.6,23.4,18.1
102202104,38.4,25,23.5,18.8
102202105,43.3,22.1,24.6,19.1
102202106,55,18.7,26.8,19.9
102202107,65.1,15.7,28.6,20.3
102202108,67,16.5,29.8,20.5
102202109,65.5,18.3,32.3,20.7
102202110,61.5,20.6,34,20.2
102202111,58.3,22.7,33.9,19.2
102202112,55.1,24.9,31,17
102202113,53.3,27,28.9,14.9
102202114,54.2,27.2,28.2,14.5
102202115,57.2,26.1,27.6,14
102202116,62.7,23.6,27.9,14.7
102202117,69.7,20.1,29.4,16.3
102202118,71.4,18.7,30.8,18
102202119,70.4,17.9,31.5,19.3
102202120,67.9,18.1,31.3,20.5
102202121,64.4,18.1,30.8,20.8
102202122,61,19.3,30,20.9
102202123,56.6,19.8,28,20.1
103202100,37.5,33.2,19.6,12.3
103202101,31.4,37.9,18.3,11.9
103202102,27.7,37.8,18,11.8
103202103,26.1,38.9,17.4,11.3
103202104,26.9,37.6,17.4,11.2
103202105,33.3,32.8,17.9,11
103202106,45,27.9,20.2,11.1
103202107,52.4,26.1,21.8,11.9
103202108,51.3,28.5,22.3,11.5
103202109,48.2,31.9,22.9,11
103202110,43.6,34.9,22.1,10.4
103202111,39.5,38.1,21.4,9.5
103202112,38.4,39.6,21.6,9.3
103202113,38.2,41.3,21.4,9.2
103202114,40.4,41.5,21.6,9.4
103202115,43.1,40.5,21.1,9.9
103202116,46.8,38.4,21.2,10.3
103202117,50.4,36,22.2,11.1
103202118,53.2,34.6,23.1,13.4
103202119,54.9,31.9,22.8,12.8
103202120,52.7,31.7,22.8,13.2
103202121,50.1,31.8,22.5,13
103202122,47.4,31.8,21.7,12.7
103202123,43.4,32.5,20.5,12
104202100,40,31.9,32,26.3
104202101,34.9,33.9,31.2,25.6
104202102,32.7,34.7,30.7,25.4
104202103,33.2,33.1,30.5,24.3
104202104,39.3,28.2,31.9,24.7
104202105,50.7,22.2,34.7,25.3
104202106,56.1,21.5,36.2,25.2
104202107,53.9,25.8,37.3,25.2
104202108,51,31.1,37.1,24.2
104202109,48.1,35.3,36.2,23.5
104202110,46.2,39.5,34.6,21.6
104202111,44.4,44.4,32.5,19.5
104202112,42.7,49,31,18
104202113,42.7,52.2,30,17.7
104202114,44.4,52.4,30.1,17.7
104202115,45.4,51.9,29.6,18.3
104202116,47.8,50.3,29.6,18.9
104202117,49.2,49,29.2,19.3
104202118,50.5,46.5,29.3,20.1
104202119,52,42.5,30.4,22.3
104202120,52.7,38.3,31.3,24.2
104202121,52.9,35.6,32.6,26
104202122,51.6,33.5,33.4,27
104202123,47.2,32.2,32.7,27
105202100,33.4,29.2,17.4,11.5
105202101,28.6,29.8,16.3,11.1
105202102,26.7,30.3,16.1,11.5
105202103,27.9,28.2,16.5,10.9
105202104,34.7,23,18.3,11.7
105202105,43.8,20.5,20.7,12.3
105202106,47.5,23.2,22.4,12.6
105202107,46,27.9,23,12.4
105202108,44.3,32.3,23.2,11.3
105202109,41.2,36.8,21.4,10.2
105202110,39.4,39.9,20.7,9.8
105202111,38.9,42.2,21.3,9.8
105202112,38.6,44.3,20.7,9.7
105202113,38.4,46.1,20.4,9.7
105202114,39.3,46.7,20.2,9.4
105202115,40.8,47.2,19.8,9.1
105202116,41.7,47.2,19.1,9.3
105202117,42.5,47.5,18.3,9.4
105202118,42.3,44.9,18.1,9.6
105202119,43,40.6,18.4,9.5
105202120,44.1,36.4,18.6,10.5
105202121,45.2,32.4,19.3,11.1
105202122,43.6,30.6,19,11.5
105202123,40.1,29.2,18.5,11.7
106202100,26.3,30.2,16,9.5
106202101,23,28.9,15.5,9.2
106202102,22,30.2,15.2,9.1
106202103,23.4,27.5,15.8,9.3
106202104,28.3,23.4,16.9,9.7
106202105,35.3,22,18,10.2
106202106,39.1,24.3,18.6,10.1
106202107,39.3,26.4,19.7,9.2
106202108,39.7,28.1,20,8.6
106202109,38.7,30.5,20.7,8.9
106202110,37.6,32.1,19.6,8.5
106202111,37.1,34.1,20.2,8.9
106202112,37,35.7,19.5,8.8
106202113,37.4,36.6,19.4,9
106202114,38.2,36.5,19.3,9.1
106202115,38.8,36.1,19.3,9
106202116,38.8,36.5,18.3,8.6
106202117,39.1,36.6,17.3,8.9
106202118,38.1,36.2,17.4,8.6
106202119,37,35.5,17.3,8.8
106202120,37.6,33.2,16.8,9.4
106202121,37.6,31.5,16.8,10
106202122,35.5,30.6,16.8,9.8
106202123,31.8,30.5,16.6,9.4
107202100,27.3,28.2,15.5,9
107202101,23.1,27.4,14.6,8.4
107202102,21.6,27.5,13.7,7.7
107202103,22.8,24.4,13.9,7.5
107202104,28.4,20.5,14.7,8.1
107202105,36.2,17.9,17,8.8
107202106,40.7,18.3,18.6,8.8
107202107,41,20.3,19.4,8.6
107202108,40.7,22,20,8.5
107202109,38.9,24.9,19.7,8.5
107202110,38.2,26.8,20.5,8.5
107202111,38.2,28.8,20.5,8.8
107202112,38.2,31.3,20.7,9
107202113,38.5,33,21.7,9.4
107202114,40.4,34.2,21.3,9.3
107202115,41.6,34.9,21.2,9.8
107202116,42.5,35.5,20.3,9.5
107202117,42.7,35.5,20.2,9.8
107202118,40.3,35,19.6,9.7
107202119,37.7,34.4,18.5,10.1
107202120,38.3,31.8,18.4,10.8
107202121,39.4,29.4,18.5,10.7
107202122,37.5,28.4,18,9.6
107202123,34.2,27.6,16.7,9.2
