Date,Nitrogen_Dioxide,Ozone,PM10_Particulate,PM2-5_Particulate
107201205,48.4,17.4,19.5,13
107201206,55.6,17.4,22.2,13.4
107201207,54.7,18.9,23.9,13
107201208,52.9,20.6,24.4,13
107201209,52,23.8,23.4,12.3
107201210,51.4,26.8,24.7,12.7
107201211,51.4,29.4,24.1,13.2
107201212,50.5,32.9,23.9,12.7
107201213,50.8,35,24.5,12.9
107201214,51.5,36.6,24.4,13.1
107201215,51.2,38.4,23,13.2
107201216,51.7,39.1,22,13.1
107201217,52.1,38.7,21.4,12.9
107201218,51.2,37.9,21,12.8
107201219,48.8,35.9,20.2,12.1
107201220,47.9,31.1,19.3,12.3
107201221,48.1,27.1,19.2,12.4
107201222,46,25.6,19.1,12
107201223,41.6,24.5,18.2,11.7
108201200,35.4,23.2,14.8,9.8
108201201,30.3,23.8,13.8,9.3
108201202,26.6,25.5,14.1,9.4
108201203,27.5,23.9,14.5,9.8
108201204,34.5,19.9,15.5,10.7
108201205,47.5,15.3,18.3,11.9
108201206,55.5,14.6,20.5,12.6
108201207,54.2,16.9,20.9,11.7
108201208,52,20.2,20.8,11.1
108201209,50.6,24.2,20,10.5
108201210,49.6,26.3,19.2,10.3
108201211,49.4,28.4,19.7,10.4
108201212,49,30,19.5,10.6
108201213,49.3,30.7,20,10.7
108201214,51.2,30.5,19.5,11
108201215,51.7,31.5,19.5,11.1
108201216,52.2,31.6,19.2,11.2
108201217,53.5,29.6,18.2,11.9
108201218,53.4,27.6,18,11.1
108201219,52.6,24.8,17.7,11.6
108201220,52.9,21.1,18.6,12.4
108201221,50.3,20.7,18.6,11.9
108201222,46.8,20.4,17.7,11.5
108201223,42.4,21.1,16.7,10.8
109201200,46.9,18.9,19.8,11.9
109201201,41.5,19,18.5,11.7
109201202,37.1,19.6,18.1,11.5
109201203,37.2,18.4,18.5,12.2
109201204,44,14.6,19.8,13.5
109201205,58.7,10.9,23.4,16.3
109201206,70.8,8.9,28.6,18.6
109201207,71,11.2,29.8,18.8
109201208,66.7,15.3,29.7,17.4
109201209,60.5,20.4,27.3,15.7
109201210,57.5,23.9,26.9,14.2
109201211,56.6,27,26.5,14.3
109201212,55.9,28.8,25.8,14.4
109201213,56.8,29.3,25.9,14.2
109201214,59.2,29.5,25.2,14
109201215,60.3,28.8,24.4,14.7
109201216,61.7,28,24,14.4
109201217,65,25.8,23.2,14.2
109201218,68.2,21.4,23.3,14.2
109201219,65.4,19.4,23.6,14.6
109201220,62.5,18.2,23.4,14.6
109201221,59.7,17.1,22.8,14.7
109201222,56.7,16.5,22.2,13.9
109201223,51.9,17.5,21,13.2
110201200,44.3,20.7,23.2,15.1
110201201,38.6,21.5,22,14.3
110201202,35.7,24.1,21.1,13.9
110201203,35.9,24,20.4,14.1
110201204,42.6,20.7,20.6,14.5
110201205,58.2,15.1,23.3,16.4
110201206,70.9,11.7,25.5,17.1
110201207,73.7,11.9,26.8,17
110201208,71.3,13.8,27.9,17.6
110201209,67.5,16.8,28.3,17.1
110201210,63.1,20,30.7,16.2
110201211,60.6,22.8,27.5,15.2
110201212,59.5,25.2,25.6,14.9
110201213,60.2,25.8,25.6,14.7
110201214,62.7,25.3,25.4,14.7
110201215,65.8,24.1,24.7,14.8
110201216,71.7,19.6,24.3,15.4
110201217,76.5,15.8,25.3,16.5
110201218,75.7,14.3,26.8,17.5
110201219,67.9,15.7,27.1,17.5
110201220,62,17.4,26.5,17
110201221,59.6,17.5,26.4,17.3
110201222,55.7,18,26.2,16.9
110201223,49.9,19.8,24.7,16.2
111201200,55.8,16.8,30.3,26.2
111201201,49,18.7,27.4,24.2
111201202,41.2,21.4,24.4,22.2
111201203,38.3,22.9,22.4,20.2
111201204,39.5,21.8,20.9,18.6
111201205,47.1,18.4,20.6,17.2
111201206,61.1,14.3,22.7,18.8
111201207,72.7,11.6,25.3,20.6
111201208,75.1,11.4,27.5,20.8
111201209,74.9,13,29,20.7
111201210,73.3,15.1,29.3,20.4
111201211,71,16.8,29.7,19
111201212,70.5,17.5,29.6,18.4
111201213,69.7,17.6,28.8,18.3
111201214,71,17.3,28.6,17.9
111201215,75.7,15.2,28.1,18.8
111201216,82.5,11.9,28.6,20
111201217,84.5,10,28.5,20.9
111201218,83,10.5,29.4,21.9
111201219,78.9,11.3,31.7,25
111201220,71.7,12.5,33.5,29.1
111201221,66.8,13.6,34.2,29.3
111201222,63.9,14.7,34.2,29.3
111201223,59.1,16.4,32.8,27.7
112201200,60.8,11.8,24.5,22.1
112201201,55.3,13.4,23,20.3
112201202,48,15.5,21.5,19.5
112201203,46,15.9,20.5,18.2
112201204,47,14.9,20.3,18.4
112201205,53.8,12.1,20.8,19.3
112201206,64.7,9.6,22.6,21.1
112201207,74.9,7.6,24.5,22.2
112201208,79.4,7.1,26.3,23.3
112201209,80.5,7.9,28.1,23.8
112201210,80.2,9.3,29.1,24.3
112201211,79.4,10.4,31.5,24.7
112201212,78.9,11.6,32.3,24
112201213,79.7,11.8,32.5,23.8
112201214,80.9,10.8,31.9,23.4
112201215,83.5,9.6,31,23.1
112201216,85.6,8.8,30,23.4
112201217,84.8,8.9,29.4,23.8
112201218,83.3,9.7,30.1,24
112201219,80.7,9.9,30.1,24.5
112201220,76.6,9.5,29.5,24.3
112201221,72.2,9.5,28.8,24.3
112201222,69.9,9.9,27.8,24
112201223,65.7,10.2,26.4,22.9
101201300,52.5,24.2,22.9,17.3
101201301,45.1,26.7,20.5,15.7
101201302,37.3,29.8,19.8,15.2
101201303,34.9,30.8,19.9,14.6
101201304,35.9,30.1,19.8,14.7
101201305,43.8,26.1,19.9,14.7
101201306,58.1,20.5,21.8,16.6
101201307,69.9,16.9,23.6,17.3
101201308,73.2,15.8,25,17.8
101201309,72.1,16.6,25.7,18.3
101201310,68.5,18.5,25.9,17.3
101201311,65.4,20.6,27.5,17.5
101201312,65.6,21.5,27.5,17.1
101201313,66.1,22.3,27.5,16.8
101201314,66.7,22.8,27.4,16.4
101201315,70.8,21.2,26.4,16.1
101201316,77.3,17.7,26,17
101201317,80.3,15.9,26.1,17.9
101201318,79.6,16,26.4,18.4
101201319,74.3,17.5,26.5,18.7
101201320,67.9,19.3,26,18.4
101201321,62.9,20.4,24.8,18.3
101201322,59.5,21.7,24.3,17.9
101201323,55.8,22.8,23.6,17.6
102201300,48.2,25.6,28.7,23.2
102201301,41.1,28.2,27.6,22.9
102201302,34.2,31.3,26.8,22.4
102201303,32.8,31.8,26.5,22.6
102201304,34.2,30.4,26.4,22.9
102201305,42.6,26.4,27.7,23.8
102201306,60.9,20.5,31,25.9
102201307,75.3,17.1,33.4,26.7
102201308,75.4,17.5,35,26.3
102201309,72,19.7,36.1,25.8
102201310,68.7,22.5,36,24.4
102201311,65.5,24.4,35.9,23.4
102201312,64.6,25.7,36.4,23.1
102201313,63.7,26.6,35.2,22.7
102201314,65.7,25.5,34.5,22.3
102201315,69.7,23.1,35.4,23.5
102201316,73.5,21,34.9,24
102201317,77.4,18.9,35.2,25.4
102201318,79.2,17,35.5,26.6
102201319,73.4,18.6,35.9,27
102201320,64.8,20.9,34.6,26.5
102201321,58.6,22.6,32.5,25.3
102201322,55.7,23.6,30.9,24.2
102201323,51.4,24.9,29.6,23.2
103201300,64,20.9,42,34.1
103201301,56.5,23,40.2,32.7
103201302,47.5,24.9,37.9,31.4
103201303,45.6,25.3,36.7,30.5
103201304,47.4,24.3,36.4,30.6
103201305,56.5,20.8,38.5,32.2
103201306,73.6,16.5,42.6,34.8
103201307,85.4,14.4,46.7,35.8
103201308,84.6,15.7,50,36.4
103201309,81.1,18.8,52.1,35.7
103201310,74.8,22.7,50.5,34.1
103201311,69.4,26.2,47.9,32.5
103201312,66.1,29.3,46,31.5
103201313,65.1,31.2,44.5,30.6
103201314,65.3,32.6,43.6,29.8
103201315,67.8,32.8,43,29.2
103201316,70.9,31.4,41.7,29.1
103201317,77,26.8,41.4,29.6
103201318,83.1,21,42.2,30.9
103201319,83.5,18.2,43.4,32.5
103201320,78.2,18.7,43.1,33.6
103201321,73.4,19.3,43,34.5
103201322,71.2,19,43.8,35.3
103201323,67.2,19.3,42.6,34.6
104201300,55.7,32.8,37.6,31.1
104201301,50.6,33.5,36.8,31
104201302,46.1,33,36.3,31.1
104201303,46.6,31,36.8,31.4
104201304,53.1,26.5,37.8,32.4
104201305,68,20.4,41.5,34.4
104201306,77.6,18.7,46.1,35.5
104201307,75.8,22.5,49,36.5
104201308,74.4,26.3,50.1,35.6
104201309,70.5,32,47.6,32.5
104201310,66,39,44,28.4
104201311,61.2,46.4,41,24.1
104201312,59.4,52.2,38.8,22.3
104201313,58.7,56.2,36.9,21.6
104201314,58.9,57.7,36.6,21.1
104201315,60,58.1,35,20.6
104201316,62.5,57.5,34.1,21.1
104201317,65.7,54.9,33.5,21.5
104201318,69.1,49.9,33.9,22.7
104201319,70.6,43.1,35,24.5
104201320,71.1,37.4,36.9,27.1
104201321,71.2,33.7,38.4,29.6
104201322,67.4,32.6,39.1,30.2
104201323,61.3,33.5,38.9,31.1
105201300,41.7,42.2,21.7,13.3
105201301,35.7,43.1,20.5,12.7
105201302,32.1,42.2,19.5,12.4
105201303,34.2,38.8,19.5,12
105201304,42.3,32.6,20.6,13
105201305,54.9,27.6,23.8,15.1
105201306,61.2,28.2,26.2,15.1
105201307,57.9,31.4,27.7,14.7
105201308,54.1,36.4,27.9,13.5
105201309,51.9,40.4,26.2,12.8
105201310,51.3,42.9,25.9,12.6
105201311,50.3,45.5,26.3,12.8
105201312,49.4,48.3,26.1,12.8
105201313,48.6,50.4,26.3,12.6
105201314,50.5,51.6,26,12.8
105201315,51.4,52.2,25.2,12.4
105201316,52.9,51.4,23.7,12.7
105201317,54.2,50.7,22.9,12.3
105201318,54.2,49.1,22.9,12.4
105201319,53.5,48.1,22.4,12.2
105201320,53.4,43.7,22,12.8
105201321,52.8,41.1,21.8,13.2
105201322,51,39.5,21.7,13.3
105201323,47,39.1,21.8,13.4
106201300,40.5,27.4,18.1,11.4
106201301,34.6,28.7,16.8,10.4
106201302,31,29.2,16.6,10.7
106201303,32.9,26.4,16.7,10.6
106201304,39.6,22.4,18.1,10.5
106201305,50.4,19.7,20.9,12.5
106201306,57.4,20.3,22.8,13.1
106201307,56.5,22.7,23.4,13.2
106201308,54.9,25.8,23.4,13.1
106201309,53.9,28.6,22.6,12.9
106201310,54,32.2,22.9,12.6
106201311,54.4,34.9,22.9,12.8
106201312,54.1,36.8,23.3,12.1
106201313,53.8,38.7,22,12.2
106201314,54.5,39.9,22.1,12.1
106201315,55.5,39.6,21.7,12
106201316,56.2,38.8,21.6,12.1
106201317,55.9,37.5,21.1,12.1
106201318,54.9,36.1,20.1,12
106201319,52.3,34,19.6,11.6
106201320,52,30.4,19.1,11.6
106201321,54.2,26.6,20.4,12.1
106201322,52.5,24.5,20.5,12.6
106201323,46.4,25.4,19.6,12.1
107201300,42.7,28.9,19.1,12.1
107201301,36.8,29.1,18.6,11.9
107201302,32.2,29.7,17.5,11.6
107201303,33.6,27.6,17.3,11.4
107201304,41.3,23.2,18.3,11.9
107201305,51.5,19.7,20.9,13.3
107201306,57.6,19.8,23.2,13.5
107201307,55.9,22.7,23.3,13.5
107201308,55.2,25.9,23.2,13.1
107201309,53.6,30.6,22.2,12.8
107201310,53,34.8,22,12.4
107201311,53.5,37.8,21.5,12.1
107201312,54.7,40,22,12.3
107201313,55.4,42.3,22,12.8
107201314,55.9,43.9,22.2,12.6
107201315,56.6,45.3,22.2,12.9
107201316,58.7,44.5,21.8,12.9
107201317,58.6,42.6,21,12.6
107201318,58.4,41.1,20.8,12.8
107201319,57.4,38.2,21.3,13.4
107201320,56.1,33.5,21.5,13.7
107201321,55.7,30.3,21.7,14.5
107201322,53.3,28.4,21.1,14.1
107201323,48.2,28.2,20.2,12.6
108201300,34.4,21.7,17,10.9
108201301,29.9,22.4,16.5,10.2
108201302,26.6,22.5,16.1,10.2
108201303,27.7,20.2,16.6,10.9
108201304,33.3,16.8,17.9,11.4
108201305,43.3,12.4,21.4,13.8
108201306,50.2,11.5,24.2,14.1
108201307,50.1,13.3,24.7,13.8
108201308,48.5,16.1,24.8,13.4
108201309,47.1,19.1,22.8,12.7
108201310,45.8,23.4,22.5,12.3
108201311,44.8,26.8,22.4,11.6
108201312,43.3,30.3,21.2,11
108201313,43.9,31.8,21.3,10.8
108201314,44.3,32.6,20.7,10.8
108201315,45.1,33.4,20.4,11.8
108201316,47.2,32.8,20.1,12
108201317,48.2,31.3,19.9,11.3
108201318,47.7,29.1,20,11.4
108201319,45.5,26,20.3,11.5
108201320,43.1,23.3,20.2,12.7
108201321,42.8,20.9,20.3,12.8
108201322,41.3,19.4,20.2,12
108201323,38.3,19.2,18.9,11.3
109201300,42.8,22.3,23.8,14.1
109201301,37,23.3,22.6,13.8
109201302,32.2,25.2,22.1,13
109201303,33.1,24.1,21.8,12.9
109201304,39.7,20.3,22.5,14.7
109201305,53.7,15.3,26.3,17.2
109201306,66,13.3,30.3,18.1
109201307,67.6,13.8,32.9,18.6
109201308,65,16.4,33.9,17.7
109201309,60.3,20.6,30.4,15.4
109201310,57,25,28,14.3
109201311,55,29.7,26.3,13.1
109201312,54.6,32.4,25.6,12.5
109201313,55.6,34.2,25.5,12.4
109201314,58.3,34.6,25.7,12.6
109201315,60.4,34.1,25.3,12.9
109201316,63.2,32.7,24.2,13.3
109201317,68.4,28.7,25.4,14
109201318,71.7,24.4,26.9,15
109201319,67.5,22.2,27.4,16.1
109201320,62.5,21.1,27.9,16.6
109201321,58.4,21.1,27.4,16.5
109201322,54.1,21.4,26.7,16.4
109201323,49.3,21.5,26,16
110201300,46,23.8,23.3,15
110201301,40.2,25,21.5,14
110201302,35.9,26.9,20.5,13
110201303,37,26.1,20.3,13
110201304,44.2,22.1,20.9,13.8
110201305,60.4,16.1,24,16.4
110201306,75.3,11.3,27.4,16.8
110201307,78.5,10.7,30.4,17.4
110201308,74.4,14,31,16.8
110201309,67.7,19.4,28.6,15
110201310,62.8,24.9,26.5,13
110201311,59.8,28.7,25.9,12.1
110201312,58.2,31.4,24.5,11.8
110201313,59.1,32.5,24.7,12.1
110201314,61.6,31.5,25.4,12.8
110201315,64.6,30,25,13.1
110201316,71.1,25.9,25,14.1
110201317,76.3,20.9,26.1,16.1
110201318,76,18.6,28,16.9
110201319,68.8,19.6,28.3,17.2
110201320,62.5,20.1,28.5,17
110201321,58.8,20.1,26.7,16.2
110201322,54.1,20.6,25.5,15.3
110201323,48.6,22.7,23.6,14.4
111201300,40.1,10.7,33.4,24.9
111201301,36,10.8,32.5,24.6
111201302,30.8,12.9,30.7,23.8
111201303,29.2,14.1,29.4,23
111201304,30.3,14,28.9,22.4
111201305,35.5,12.3,29.6,23.1
111201306,47.7,9.7,32,25.6
111201307,57.6,7.6,34.5,25.1
111201308,58.9,7.1,35.8,24.8
111201309,57.3,8.3,37.3,24.8
111201310,54.5,10.5,37.5,24.5
111201311,53.4,12.8,37.8,24.6
111201312,53,14.4,38.7,24.8
111201313,52.7,14.8,38.6,24.9
111201314,53.6,14.5,37.7,24.3
111201315,57.5,11.9,38.6,25.3
111201316,61.5,9.6,39.6,26.6
111201317,61.9,8.2,39.3,28.2
111201318,59.6,7.8,38.7,27.6
111201319,56,7.9,38,27.4
111201320,50.8,8.7,37.5,27.8
111201321,46.6,10,35.5,26
111201322,44.5,11.2,34.7,25.1
111201323,41.5,12.2,33.9,24.9
112201300,46.3,28.8,16.5,9.1
112201301,40,31.1,15.3,8.2
112201302,31.4,36,14,7.9
112201303,28.6,38.5,13.6,7.3
112201304,29.9,38.3,13.5,7.1
112201305,37.9,34.2,13.5,7.2
112201306,53,27.5,15.5,8
112201307,66.7,21.8,17.2,8.4
112201308,71.4,19.3,18.7,8.7
112201309,70.6,20.2,20.2,9.1
112201310,68.5,22.8,21.2,9.2
112201311,66.4,24.6,23,9.8
112201312,65.3,25.8,23.7,9.2
112201313,64.7,26,23.6,9
112201314,67.5,24.9,23.3,9.4
112201315,72.1,21.6,23,10.1
112201316,74,20.2,22.3,10.5
112201317,75.3,19.2,21.6,10.7
112201318,73.3,19.8,21.7,10.5
112201319,68.8,20.7,20.6,10.5
112201320,62.6,22.7,19.9,10.4
112201321,57,24.5,19.4,10.6
112201322,53.6,25.6,18.5,10.1
112201323,49.9,26.5,18,9.7
101201400,47.8,23.8,24.1,15.7
101201401,41.7,26.9,21.8,15.1
101201402,35.6,28.4,20.5,14.7
101201403,32.8,29.5,19.8,14
101201404,33.9,29.3,19.4,13.8
101201405,42.1,27.3,19.9,13.8
101201406,59.4,21.9,22.2,14.8
101201407,75.4,16.9,24.8,16
101201408,79.4,15.4,27.2,16.6
101201409,78.9,16.1,29.8,17.7
101201410,74.1,18.1,30.2,17.1
101201411,69.2,20.4,31,16.3
101201412,67,21.7,31,15.2
101201413,66.3,22.1,30.3,14.5
101201414,66.3,22.4,29.4,13.9
101201415,70.9,19.6,29.8,14.5
101201416,78.1,15.6,29.8,15.7
101201417,81.2,13.9,29.8,16.8
101201418,79.5,14.2,29.5,17.2
101201419,75.3,15,29.4,18
101201420,67.3,17.2,28.3,17.4
101201421,61.6,18.7,26.8,16.9
101201422,58.7,19.6,26.4,17
101201423,53.6,20.9,25.6,16.8
102201400,56.9,23.7,29.9,20.8
102201401,49.5,26.8,27.8,20.2
102201402,43.1,28.1,26.9,19.8
102201403,41.7,28.9,25.9,19.7
102201404,44.2,27,26.1,19.4
102201405,53.6,22.2,27.4,19.9
102201406,72,15.5,30.8,21.4
102201407,86.9,11.2,34.8,23.5
102201408,88.3,11.6,37.7,24.3
102201409,82.8,15.1,42.3,24.9
102201410,76.2,19.4,46,24
102201411,72.7,21.8,43.9,23
102201412,70.9,23.4,42,22.5
102201413,71.3,23.8,41.2,21.6
102201414,71.8,23.6,40,20.4
102201415,75.7,21.8,38.7,20.1
102201416,80.1,19.1,37.2,19.7
102201417,87.1,15,36.5,20
102201418,89.5,12.6,36.6,21.2
102201419,85.2,13.9,35.6,21.4
102201420,76.3,15.5,34.6,21.3
102201421,70.5,16.9,33.8,21.6
102201422,67.7,17.3,33.2,22.3
102201423,62.9,19.7,31.5,22.2
103201400,64.8,18.5,38.2,28.9
103201401,57.7,20.2,36.3,28.1
103201402,50.5,21.1,35.3,28.1
103201403,49,20.5,35,28.4
103201404,51.7,19,35.8,29.3
103201405,62.1,15.8,38.4,30.7
103201406,78.1,12.5,43.2,33.6
103201407,85,12.7,45.8,34.5
103201408,82.4,15.4,48.4,34.3
103201409,79.9,18.9,49.2,33.2
103201410,76.4,22.7,48,32
103201411,74,25.7,45.2,29.8
103201412,71.8,28.6,44.7,28.1
103201413,69.6,30.3,42.7,27.5
103201414,70,31.7,42,27
103201415,71.4,31.6,41.6,26.7
103201416,75.6,30.1,41.8,27.8
103201417,82.4,25.4,43.3,29.5
103201418,88.9,20.1,45.1,31.3
103201419,91,16.2,46.3,32.4
103201420,86.6,15.1,46.7,33.2
103201421,81.9,15.8,45.5,32.5
103201422,76.6,17.1,43.3,31.2
103201423,70.2,18.5,40.3,29.8
104201400,42.6,42.1,18.7,13
104201401,36.9,45.4,18,12.8
104201402,33.9,46.2,17.7,12.7
104201403,35.5,43.9,18.1,12.5
104201404,45.3,37.3,20.1,13.8
104201405,63.6,28.6,23.5,15.7
104201406,72.5,27.6,26.3,16.6
104201407,70.6,31.7,27.7,16.1
104201408,67.3,35.8,28.5,15.4
104201409,65.1,40.5,25.9,14.1
104201410,63.3,43.1,24.6,13.1
104201411,62.1,45.2,23.5,12.6
104201412,62.6,47.1,22.2,12.1
104201413,63.5,47.3,22.8,11.8
104201414,63.6,48,22.9,12.2
104201415,64.2,48,22,11.9
104201416,65.8,47.7,20.6,11.6
104201417,67.3,45.5,20,12.1
104201418,69.2,42.4,19.7,11.9
104201419,68.5,37.6,20.2,13
104201420,64.2,36.7,20.7,14
104201421,61.8,36.1,20.4,14.1
104201422,56.8,37.1,20.2,13.6
104201423,50,39.6,19.6,13.5
105201400,39.1,46.7,26.2,18.4
105201401,33.8,49,25,17.8
105201402,31.4,47.7,24.6,17.7
105201403,34.4,43.7,25,18
105201404,44.4,36.4,26.9,19.1
105201405,59.4,30.1,30,21
105201406,68.2,28.9,31.9,21.6
105201407,69.2,30.8,32.6,21.2
105201408,69.2,33.7,33.6,20.7
105201409,67.9,37.8,33.8,19.6
105201410,66.3,41.7,33.5,18.7
105201411,66.2,44.5,33.4,18.5
105201412,65.3,47.8,32.5,18.3
105201413,64.6,50.1,32,18
105201414,64.8,51.3,32,17.7
105201415,65.2,52,30.9,17.5
105201416,64.6,52.8,29.2,16.8
105201417,64.1,53.1,28,16.8
105201418,63.4,50.5,26.8,17
105201419,61.2,45.9,27,17.1
105201420,58.4,41.8,27.2,18.2
105201421,57,38.9,28.4,19
105201422,53.5,39,28.3,19.3
105201423,47.6,41.7,27.4,18.9
106201400,35.2,36,18.4,11.4
106201401,31.1,36.2,17.3,10.8
106201402,28.2,35.4,17,10.4
106201403,30,33.5,17.8,10.9
106201404,36.7,29.5,18.8,11.8
106201405,48.2,25.7,21.2,12.9
106201406,54.1,26.2,22.5,13
106201407,53.6,29.6,23.1,12.6
106201408,52.7,32.7,23.7,11.9
106201409,52.3,36.3,22.8,11.7
106201410,53.3,38.6,23.1,11.8
106201411,53.6,40.6,24.9,12.1
106201412,53.4,42.3,25.1,11.9
106201413,54.5,43,24.9,12.1
106201414,55.2,43.9,24.5,12.7
106201415,55,44.7,23.5,12.1
106201416,54.9,43.9,22.7,12.5
106201417,54.3,43,21.9,12.4
106201418,51.4,41.9,21.3,12
106201419,46.9,41.2,20.6,11.7
106201420,44.4,38.2,19.7,11.9
106201421,45.3,35.6,20.3,11.9
106201422,44.3,34.1,19.5,12.1
106201423,40.4,34.7,19.2,11.4
107201400,39.5,26.4,18.9,12.2
107201401,35.2,27.4,18.1,11.6
107201402,31.5,26.5,17.7,11.6
107201403,33.8,24.6,17.8,11.3
107201404,41.7,19.6,19.1,12.1
107201405,54,16.4,22.4,13.4
107201406,60,16.8,23.7,13.8
107201407,59.3,19.6,24.6,13.8
107201408,59.3,22.8,25.4,13.4
107201409,59.5,26.5,25.9,15.2
107201410,57.8,30.6,26.8,14
107201411,57.6,33.9,25.1,13.5
107201412,57.1,37.9,24.4,12.8
107201413,56.4,40.2,24.3,12.9
107201414,58.7,41.5,24.7,13.4
107201415,60,41.3,22.9,13.1
107201416,60.9,40,22.3,12.3
107201417,62.2,36.9,21.4,12.4
107201418,60.1,34.9,21.6,12.2
107201419,57.6,32.4,21.1,12.3
107201420,54.8,28.7,21,12.6
107201421,53,26.6,21.4,12.9
107201422,50.7,24.8,20.7,12.7
107201423,46.1,24.9,19.8,12.2
108201400,41.2,23.9,21.6,12.9
108201401,36.7,25,19.9,12.5
108201402,33.8,23.4,19.6,12.6
108201403,35.5,20.9,20.2,13.1
108201404,43.4,15.8,21.3,13.8
108201405,57.1,12.1,24.8,15.5
108201406,61.9,13.6,26.8,14.2
108201407,59.3,17.9,28.9,13.6
108201408,56.6,22.4,30.2,13.8
108201409,55.2,27,27.4,15.7
108201410,55.3,30.1,26.8,13.2
108201411,55.6,33.6,25.8,15.1
108201412,55.4,36.4,24.8,13.8
108201413,55.5,39.6,24.7,13.6
108201414,57.3,41.2,25,12.9
108201415,57.8,42.5,23.6,18.5
108201416,57.4,42,22.7,13.1
108201417,58.6,38,21.9,12.2
108201418,56.5,34.7,22,12.3
108201419,54.7,30.7,22.2,12.7
108201420,52.3,27.4,22.3,13.7
108201421,53,24.5,22.5,13.5
108201422,51.9,22.2,22.5,13.5
108201423,47.8,21.9,22.5,13.1
109201400,44.9,22.5,20.3,12.9
109201401,39.5,23.6,19.2,12.4
109201402,36.2,23.7,18.1,11.8
109201403,36.5,22.5,17.4,11.3
109201404,44,19,18.1,11.4
109201405,59.9,13.7,21.1,13
109201406,70.8,12.3,24.3,14.4
109201407,70,14.9,26.8,14
109201408,67.7,18.8,27.3,13.9
109201409,63.1,24.1,25.5,13
109201410,59.9,28,25.2,11.6
109201411,58.1,31.4,23.2,10.6
109201412,57.6,33.8,22.6,10.3
109201413,57.8,35.6,22.6,10.7
109201414,60,36,23,11.3
109201415,60.8,36.1,22.2,11.1
109201416,63.3,34.6,22.2,11.2
109201417,66.5,30.7,22.6,11.4
109201418,69.6,25.9,23.3,12.4
109201419,66.9,23.5,24,13.3
109201420,60.7,22.6,23.6,13.9
109201421,58.1,22.6,23,14
109201422,55.4,21.1,23.1,13.9
109201423,50.6,22.4,22,13.5
110201400,41,22,19.7,13.5
110201401,34.9,24.3,18.7,13.3
110201402,32.5,25.2,18.6,13.4
110201403,33.5,25.3,18.5,13
110201404,39.9,21.7,19.2,13.5
110201405,55.4,15.1,22.5,16
110201406,70.3,11.1,25.1,16.9
110201407,74.5,10.3,27.6,17.2
110201408,72.5,13.2,29,17.3
110201409,67.3,17.2,28.9,16.7
110201410,63.5,20.8,28.6,16.1
110201411,62.6,22.8,28,15.8
110201412,61.5,24,27.8,16
110201413,61.8,23.8,26.9,16
110201414,64.5,22.8,26.8,16.1
110201415,67.2,21.4,26.1,16.6
110201416,72.5,17.7,26.4,17
110201417,74.5,14.8,27,17.1
110201418,71.5,15.4,26.4,17.3
110201419,67.3,15.2,26.2,17.9
110201420,61.3,16.2,24.7,17.1
110201421,57.8,17,23.4,16
110201422,53.8,17.9,22.1,15
110201423,47.3,20,20.9,13.8
111201400,55.1,19.7,27.1,18.8
111201401,48.9,22.8,24.3,17.3
111201402,42.4,23.6,23.1,16.3
111201403,40.4,22.9,21.9,15.7
111201404,41.6,21.5,21.2,15.4
111201405,50,18.1,21.5,15.3
111201406,68.2,13.9,24.3,16.7
111201407,82.6,11.1,26.7,17
111201408,83.1,11.5,28.2,16.8
111201409,79.8,14.1,28.7,16.3
111201410,75.7,17.1,28.5,15.9
111201411,73.7,19.2,28.9,15.5
111201412,73,20.6,28.5,14.6
111201413,72.9,21,27.6,13.9
111201414,74.3,19.9,27.1,13.9
111201415,80.9,16.6,27.7,14.5
111201416,86.8,13.4,28.1,15.6
111201417,90.8,11.1,29.9,18.9
111201418,90,10.2,31.3,19.7
111201419,84.3,11,33,21.1
111201420,76.2,13,33.6,22.4
111201421,70,13.9,32.9,22.3
111201422,66.6,14.4,32.1,21.9
111201423,63,15.6,30.5,21.1
112201400,53.9,26.6,22.5,14.1
112201401,48.6,28.9,20.6,13.2
112201402,41.4,29.8,19.2,12.7
112201403,38.7,31,17.9,12.1
112201404,39.1,30.2,16.5,11
112201405,45.2,27.9,16.5,11.3
112201406,57.4,24.1,17.9,11.9
112201407,66.8,22,19.3,12.6
112201408,70.3,20.7,21.4,13.4
112201409,71.7,21.1,23.6,14.9
112201410,71.8,22.8,24.7,14.7
112201411,72.1,23.5,26.5,14.5
112201412,71,23.8,27.4,14.1
112201413,70.9,23.6,27.5,13.9
112201414,73.5,22.7,27.1,14
112201415,76.7,22,26.1,13.8
112201416,79.9,21.1,25.5,14.4
112201417,80.8,20.7,24.9,15.1
112201418,80,19.8,25.5,15.8
112201419,75,21.4,25.7,15.7
112201420,69.3,22.4,25.6,15.8
112201421,63.5,23.5,24.9,15.8
112201422,60.4,25.5,23.8,15.1
112201423,56.9,26.6,22.9,14.1
101201500,54.2,23.1,27.6,21
101201501,48.4,26.1,25.3,19.3
101201502,41.9,27.9,23.6,17.9
101201503,40.7,27.6,22.5,17.5
101201504,42.5,27,22.2,17
101201505,49.6,23.6,22.6,17.5
101201506,64.3,18.8,24.9,18.4
101201507,77,15.7,26.8,19.1
101201508,82.2,14.2,29,20
101201509,81.6,15,30.9,20.5
101201510,78.9,17.2,32.1,20.6
101201511,76.4,19.2,34.5,20.7
